"Id","Name","Aka","Type","Clan","Adv","Group","Capacity","Disciplines","Card Text","Set","Title","Banned","Artist"
"201277","Shasa Abu Badr","","Vampire","Ishtarri","","4","5","cel for PRE","Laibon: Shasa gets +1 bleed when bleeding with an action card that requires Presence [pre].","LoB:PI2","","","Jeff Holt"
"201278","Shawnda Dorrit","","Vampire","Brujah antitribu","","4","6","obt pot pre CEL","Sabbat priscus.","Gehenna:U, Third:PB","priscus","","David Day"
"201279","Sheela Na Gig","","Vampire","Gargoyle","","5","2","vis","Sabbat: {During a bleed action,} Sheela Na Gig can lock to give {an acting} Tremere antitribu you control +1 bleed. Flight [FLIGHT]. Tremere antitribu slave.","LK:2","","","Noah Hirka"
"201280","Sheila Mezarin","","Vampire","Toreador antitribu","","2","6","cel for AUS PRE","Sabbat: +1 bleed.","Sabbat:V, SW:U","","","John Bolton"
"201281","Sheldon, Lord of the Clog","","Vampire","Nosferatu","","1","9","for ANI AUS OBF POT","Camarilla Nosferatu Justicar.","Jyhad:V, VTES:V, Tenth:A","justicar","","Ron Spencer"
"201282","Shemti","","Vampire","Follower of Set","","5","9","vic OBF POT PRE SER","Independent. 1 vote (titled): While Shemti is ready and unlocked, minions take 1 environmental damage after performing a successful action directed at you (or a card you control).","LotN:U, POD:DTC","1 vote","","Leif Jones"
"201283","Sheva Carr","","Vampire","Toreador","","5","4","aus cel dom","Camarilla: Sheva gets +1 strength in combat with a Lasombra.","KoT:V/B1","","","Ken Meyer, Jr."
"201284","Shiloh Marie, Vengeance","","Vampire","Gangrel","","5","6","ANI FOR PRO","Independent: Shiloh can enter combat with a younger vampire as a (D) action. If she is ready during your unlock phase, another ready vampire you control takes 1 unpreventable damage.","KoT:V/A1","","","Ed Tadem"
"201285","Siamese, The","","Vampire","Ahrimane","","2","7","ani pro PRE SPI","Sabbat: +1 bleed. Sterile.","BL:U2","","","Lawrence Snelly"
"201612","Siarhei Levchenko","","Vampire","Brujah","","6","5","pot CEL PRE","Anarch.","V5A:PB1","","","Mark Kelly"
"201286","Sigrid Bekker","","Vampire","Toreador","","2","6","cel pot pre AUS","Camarilla: Sigrid gets +1 bleed when bleeding a Methuselah who controls a ready Nosferatu.","DS:V, CE:PTo","","","Ken Meyer, Jr."
"201287","Silas","","Vampire","Salubri antitribu","","6","5","aus dom val FOR","Sabbat: If Silas is ready during your discard phase, he can burn 1 blood to give you +1 discard phase action.","HttB:U/B2","","","Ken Meyer, Jr."
"201288","Silvia Giovanni","","Vampire","Giovanni","","2","10","for vic ANI DOM NEC POT","Independent: Silvia gets 1 optional press each combat. +1 strength.","FN:PG, POD:DTC","","","Christopher Shy"
"201289","Sir Henry Johnson","","Vampire","Toreador","","3","4","aus pot pre","Camarilla.","CE:V/PTo, BSC:X","","","Lawrence Snelly"
"201290","Sir Marriot D'Urban","","Vampire","Follower of Set","","2","5","aus obf ser PRE","Independent.","FN:U2, POD:DTC","","","Christopher Shy"
"201291","Sir Ralph Hamilton","","Vampire","Brujah","","3","6","cel ser POT PRE","Camarilla: Ralph gets +1 strength in combat with a younger Camarilla vampire. Followers of Set get +1 bleed when bleeding Ralph's controller.","CE:V, BSC:X","","","Dave Leri"
"201292","Sir Walter Nash","","Vampire","Ventrue","","1","7","DOM FOR PRE","Camarilla Prince of Chicago.","Jyhad:V, VTES:V, Tenth:B","prince","","Dan Frazier"
"201293","Sisocharis","","Vampire","Follower of Set","","5","4","cel obf pre","Independent.","LotN:U, POD:DTC","","","Ron Lemon"
"201294","Sister Evelyn","","Vampire","Ventrue antitribu","","3","3","aus dom","Sabbat.","BH:U2","","","James Stowe"
"201295","Skidmark","","Vampire","Nosferatu antitribu","","4","5","aus pot FOR OBF","Sabbat: When Skidmark is acting, you do not replace any cards you play until the end of the action.","Gehenna:U, KMW:PAn","","","Alejandro Collucci"
"201296","Skryta Zyleta","","Vampire","Gangrel antitribu","","3","5","obf pot pro CEL","Sabbat. Black Hand.","BH:U2, KMW:PG","","","Peter Bergting"
"201297","Skulk","","Vampire","Nosferatu antitribu","","5","4","ani OBF","Sabbat.","DM:C/2, Anthology:1","","","Nicolas ""Dimple"" Bigot"
"201298","Slag","","Vampire","Nosferatu","","5","4","ani obf pot","Camarilla: While Slag is ready, any Methuselah playing or discarding a card during a referendum shows you its replacement.","KoT:V/A1, HttB:PSam","","","Joel Biske"
"201299","Smallpox Griet","","Vampire","Nosferatu antitribu","","3","9","thn ANI CEL OBF POT","Sabbat: If Smallpox successfully inflicts hand damage in consecutive rounds of a combat, the opponent gets a pox counter. A minion with any pox counters takes 1 damage during his or her unlock phase. Burn all pox counters when Smallpox leaves the ready region.","Anarchs:U2","","","Lawrence Snelly"
"201300","Smash","","Vampire","Brujah antitribu","","4","3","pot pre","Sabbat.","Third:PB","","","Chad Michael Ward"
"201301","Smudge the Ignored","","Vampire","Caitiff","","1","1","-none-","Camarilla: After Smudge diablerizes an older vampire for the first time, he gets +1 strength.","Jyhad:V, VTES:V, Tenth:A","","","Lawrence Snelly"
"201302","Sobayifa","","Vampire","Guruhi","","3","8","aus pot pro spi ANI PRE","Laibon magaji.","LoB:PG2","magaji","","Rebecca Guay"
"201303","Socrate Cidibe","","Vampire","Akunanse","","4","5","ani ABO FOR","Laibon.","EK:U","","","Leif Jones"
"201304","Soldat","","Vampire","Gangrel antitribu","","3","7","cel dom obf POT PRO","Sabbat. Black Hand: You may burn the Edge to give any Black Hand vampire an optional manuever.","BH:U2","","","Rebecca Guay"
"201305","Solomon Batanea","","Vampire","Harbinger of Skulls","","4","5","nec AUS FOR","Laibon: If Solomon is ready, you may spend transfers to move blood from your prey's uncontrolled vampires to your prey's pool at a cost of two transfers for each blood moved.","LoB:U","","","Sam Araya"
"201306","Sonja Blue","","Vampire","Ventrue","","4","5","dom pot CEL FOR PRE","Independent: Gain 4 pool when Sonja is moved to the ready region in your influence phase. Sonja may remove a vampire's title as a (D) action. She may block as an ally (but remains a vampire in combat). During your prey's discard phase, your predator may burn 1 pool to move Sonja to his or her ready region. If Sonja leaves play, remove her from the game.","KMW:U","","","Steve Ellis"
"201307","Sophia Watson","","Vampire","Gangrel","","3","6","obf pro ANI FOR","Independent.","Anarchs:U2","","","Mark Nelson"
"201308","Spider","","Vampire","Gangrel antitribu","","4","6","ani for CEL PRO","Sabbat: Spider can steal a weapon as a strike. If Spider is blocked and the blocking minion is still ready at the end of the action, Spider burns 1 blood.","Gehenna:U","","","Christopher Shy"
"201309","Spider-Killer","","Vampire","Ravnos","","2","10","aus cel ANI CHI FOR OBF","Independent: +1 stealth.","FN:U2, POD:DTC","","","Christopher Shy"
"201310","Spiridonas","","Vampire","Tremere","","2","9","pot pre DOM THA","Camarilla Prince of Athens: Once each turn, Spiridonas can burn X+2 blood to get +X bleed for the current action.","AH:V3, CE:PTr","prince","","Ken Meyer, Jr."
"201311","Spleen, Georgio Gutterpunk","","Vampire","Ravnos","","2","2","ani chi","Independent: If Spleen is blocked by an older vampire, he burns 1 blood before block resolution.","FN:U2, POD:DTC","","","Christopher Shy"
"201312","Stanislava","","Vampire","Gangrel","","2","11","ANI CEL DOM FOR PRO","Camarilla Gangrel Inner Circle: Retainers employed by minions opposing Stanislava in combat lose their abilities. Allies cannot block her. +2 bleed.","DS:V, Anarchs:PG, 25th:4","inner circle","","Max Shade Fellwalker"
"201313","Stavros","","Vampire","Malkavian antitribu","","4","7","dem AUS OBF PRE","Sabbat priscus.","Third:V","priscus","","Mark Poole"
"201314","Stefano Giovanni","","Vampire","Giovanni","","2","6","nec pot pre DOM","Independent: During the polling step of a political action, Stefano can burn 1 blood to get +1 vote.","DS:V, FN:PG, POD:DTC","","","Steve Casper"
"201315","Stephen Bateson","","Vampire","Tzimisce","","5","6","ani aus tha vic","Sabbat: Stephen gets +1 bleed when bleeding a Methuselah who controls a ready Tremere. +1 stealth.","SoC:V","","","Thomas Manning"
"201316","Stephen Milliner","","Vampire","Giovanni","","5","3","nec pre","Independent.","LotN:U, POD:DTC","","","Lawrence Snelly"
"201317","Steve Booth","","Vampire","Brujah","","3","5","pot pre pro CEL","Camarilla.","CE:V, Anarchs:PAB, KMW:PAl, BSC:X","","","Max Shade Fellwalker"
"201318","Stick","","Vampire","Nosferatu antitribu","","4","3","ANI","Sabbat.","Third:V","","","James Stowe"
"201319","Stravinsky","","Vampire","Tzimisce","","2","9","pot ANI AUS VIC","Sabbat Archbishop of Mexico City: Stravinsky gets an additional +1 bleed when bleeding a Methuselah who controls a younger ready Tzimisce. +1 bleed.","Sabbat:V, SW:PT","archbishop","","Sandra Everingham"
"201320","Strohmann","","Vampire","Nosferatu antitribu","","5","9","dom ANI OBF POT THA","Sabbat Archbishop of Berlin: While Strohmann is acting, reaction cards requiring Auspex [aus] cost 1 additional blood. +1 bleed.","DM:C/2","archbishop","","Nicolas ""Dimple"" Bigot"
"201321","Styles Margs","","Vampire","Gangrel antitribu","","5","5","ani CEL PRO","Sabbat: Blood hunt referendums called {on} Styles get +2 votes in favor of the referendum.","Anthology:LARP1","","","Mark Kelly"
"201322","Suhailah","","Vampire","Ventrue","","2","9","pot ser FOR OBF","Camarilla Prince of Cairo: Suhailah gets +1 stealth on each of her actions if your prey has a ready prince or justicar. +1 bleed.","AH:V3, CE:PV","prince","","Sandra Everingham"
"201323","Sukainah","","Vampire","Assamite","","5","3","aus qui","Independent: Blood cursed.","LotN:U, POD:DTC","","","Mark Poole"
"201569","Sully","","Vampire","Malkavian","","6","4","aus dom obf","Camarilla.","V5:PM1","","","Mark Kelly"
"201324","Sundervere, The Devil Brahmin","","Vampire","Follower of Set","","4","8","obf AUS PRE SER THA","Independent: After Sundervere is burned, you burn 1 pool. During an action, he can burn 1 blood to get an additional +1 bleed. Red List. +1 bleed.","LotN:PS2, POD:DTC","","","James Stowe"
"201325","Sundown","","Vampire","Nosferatu","","3","6","obf pre ANI POT","Camarilla: During a referendum, Sundown can burn 1 blood to gain 1 vote.","Anarchs:PAB","","","Jim Nelson"
"201326","Sundown","","Vampire","Nosferatu","Advanced","3","6","obf pre ANI POT","Anarch.
[MERGED] If Sundown is ready during the polling step of any referendum, you can discard a political action card to force any vampire to abstain.","AU:C/2","","","Mark Kelly"
"201327","Sutekh, The Dark God","","Vampire","Follower of Set","","2","11","cel pot NEC OBF PRE SER","Independent. 2 votes (titled): You can gain 1 pool after resolution of any successful action to recruit a mummy ally. During your unlock phase, you can move 1 blood between Sutekh and another Follower of Set you control. +1 bleed.","FN:R, POD:DTC","2 votes","","Lawrence Snelly"
"201328","Suzanne Kadim","","Vampire","Toreador","","3","7","aus dom obf CEL PRE","Camarilla: +1 bleed.","CE:V, Anarchs:PAB, BSC:X","","","Rebecca Guay"
"201570","Sybren van Oosten","","Vampire","Ventrue","","6","7","dom tha FOR PRE","Camarilla Prince of Rotterdam: You can unlock Sybren after a referendum called by him passes.","V5:PV2","prince","","Heather V. Kreiter"
"201329","Sylvester Simms","","Vampire","Malkavian","","1","8","ani dom pre AUS OBF","Camarilla primogen: If Sylvester goes into torpor, each Methuselah burns 1 pool.","Jyhad:V, VTES:V, Tenth:B","primogen","","Richard Kane Ferguson"
"201330","Sylvie Helgon","","Vampire","Ahrimane","","6","9","aus vic ANI PRE PRO SPI","Sabbat: During an action, Sylvie can discard a political action card to get +1 stealth or +1 intercept. Sterile.","HttB:U/B2","","","Ed Tadem"
"201331","Synesios","","Vampire","True Brujah","","2","8","obf ser POT PRE TEM","Independent: Synesios has 2 votes (titled). You may pay a pool when you play a Master: Out-of-Turn card to gain an extra master phase action in your next master phase. Synesios cannot use cards that require Celerity [cel]. Scarce.","BL:R2","2 votes","","Durwin Talon"
"201332","Synner-G","","Vampire","Gangrel antitribu","","5","5","pro CEL OBF","Sabbat: Synner-G can unlock after successfully equipping with an electronic equipment from your hand.","DM:C/2, Anthology:1","","","Mick Bertilorenzi"
"201333","Szechenyi Jolán, Mother of Horrors","","Vampire","Tzimisce","","3","9","cel for pro ANI AUS VIC","Sabbat bishop: When Jolán successfully performs an employ retainer or recruit ally action, she unlocks at the end of the turn.","BH:U2","bishop","","Rebecca Guay"
"201334","T.J.","","Vampire","Gangrel","","4","3","cel for","Independent: T.J. may lock and burn 2 blood to cancel a referendum called by a titled Camarilla vampire.","TR:U","","","Lawrence Snelly"
"201335","Tabitha Fisk","","Vampire","Lasombra","","3","4","obt pot pro","Sabbat: During your unlock phase, an archbishop you control can move 1 blood from themselves to Tabitha.","BH:U2, POD:DTC","","","Jeff Holt"
"201336","Talbot","","Vampire","Gangrel","","5","7","for ANI NEC PRO","Independent: You can discard a master card to have Talbot attempt to enter combat with a minion as a +1 stealth (D) action.","KoT:V/A2","","","Brian LeBlanc"
"201337","Talley, The Hound","","Vampire","Lasombra","","2","6","aus dom OBT POT","Sabbat: Talley gets +1 intercept during actions directed at another minion you control.","SW:C, POD:DTC","","","Lawrence Snelly"
"201338","Tammy Walenski","","Vampire","Nosferatu","","3","8","nec tha ANI OBF POT","Camarilla: Tammy gets 1 optional maneuver each combat.","CE:V, BSC:X","","","Christopher Shy"
"201571","Tamoszius","","Vampire","Toreador","","6","5","aus CEL PRE","Camarilla.","V5:PTo1","","","Amy Wilkins"
"201339","Tanginé","","Vampire","Samedi","","4","7","ani nec pot OBF THN","Independent: When in combat with a Salubri, Tanginé cannot strike except to dodge or end combat. She may inflict 1 damage on any non-Salubri minion or retainer as a (D) action.","LoB:U, HttB:PSam","","","James Stowe"
"201340","Tansu Bekir","","Vampire","Assamite","","2","4","cel OBF","Independent: Blood cursed.","AH:V3, FN:PA, POD:DTC","","","Pete Venters"
"201341","Tara","","Vampire","Brujah","","5","6","cel POT PRE","Camarilla Prince of San Diego.","KoT:V/A2","prince","","Heather V. Kreiter"
"201342","Tarautas","","Vampire","Tremere","","4","4","aus nec tha","Camarilla: While Tarautas is ready, Blood Doll and Minion Tap cards cost an additional pool.","TR:U","","","Vince Locke"
"201343","Tarbaby Jack","","Vampire","Nosferatu antitribu","","3","8","dom ser ANI OBF POT","Sabbat: If Tarbaby is ready {at the start of your influence phase, you get {+1} transfer}. Black Hand.","BH:U2","","2020","Peter Bergting"
"201344","Tariq, The Silent","","Vampire","Assamite","","2","7","cel AUS FOR OBF QUI","Independent: While Tariq is controlled, he gets -4 capacity. He can enter combat with a vampire as a (D) action. Blood hunts cannot be called on him.","FN:U2, POD:DTC","","","Christopher Shy"
"201345","Tariq, The Silent","","Vampire","Assamite","Advanced","2","7","cel AUS FOR OBF QUI","Sabbat: While Tariq is controlled, he gets -4 capacity. He can strike, ranged: steal 1 blood or life (becoming blood). Black Hand. Red List.
[MERGED] Independent: Tariq's capacity is not reduced by his card text.","KMW:U, POD:DTC","","","Steve Eidson"
"201346","Tarrence Moore","","Vampire","Tremere","","5","4","aus dom tha","Camarilla.","KoT:V/B1, HttB:PGar","","","Ken Meyer, Jr."
"201347","Tatiana Romanov","","Vampire","Toreador","","1","7","cel pre AUS","Camarilla Prince of Houston: +1 bleed.","Jyhad:V, VTES:V, Tenth:B","prince","","Sandra Everingham"
"201348","Tatiana Stepanova, Alastor","","Vampire","Ravnos","","4","7","ani for obf CHI PRE","Camarilla: You and Tatiana can play cards requiring a Brujah or a Gangrel as if she were of that required clan.","KMW:U, POD:DTC","","","Ken Meyer, Jr."
"201349","Tatu Sawosa","","Vampire","Osebo","","4","8","ani cel AUS OBF POT","Laibon: +1 strength.","LoB:PO2","","","Ken Meyer, Jr."
"201350","Tayshawn Kearns","","Vampire","Brujah","","3","4","cel obf pot","Camarilla.","CE:V, BSC:X","","","Lawrence Snelly"
"201351","Tears, The Dark Pierrot","","Vampire","Toreador antitribu","","4","6","cel AUS DEM PRE","Sabbat: If Tears is blocked when attempting a bleed or political action, he burns 1 blood (before combat begins, if any).","Third:V","","","Rik Martin"
"201352","Tegyrius, Vizier","","Vampire","Assamite","","2","9","pre AUS CEL FOR QUI","Camarilla: If Tegyrius is ready, any Assamite can put 1 allegiance counter on themselves as a +1 stealth action. Any Assamite with any allegiance counters is considered Camarilla. Blood cursed. +1 strength.","FN:U2, POD:DTC","","","Christopher Shy"
"201353","Tegyrius, Vizier","","Vampire","Assamite","Advanced","2","9","AUS CEL FOR PRE QUI","Camarilla: While Tegyrius is ready, each Camarilla Assamite can burn 1 blood to get +1 vote during the polling step of any referendum. Blood cursed.
[MERGED] Assamite Justicar.","Anarchs:U2, POD:DTC","","","Quinton Hoover"
"201354","Teresita, The Godmother","","Vampire","Nosferatu antitribu","","3","7","for ANI OBF POT","Sabbat. Black Hand Seraph: Teresita gets +1 intercept against Camarilla vampires.","BH:U2/PN","","","Mark Nelson"
"201355","Tereza Rostas","","Vampire","Ravnos","","2","8","ani aus pot CHI FOR","Independent: Tereza can steal the Edge as a (D) action that costs 2 blood.","DS:V2, Tenth:B, POD:DTC","","","Doug Gregory"
"201356","Terrell Harding","","Vampire","Tremere antitribu","","3","7","cel dom obf AUS THA","Sabbat: Terrell can steal 1 blood from a younger vampire as a +1 stealth (D) action.","BH:PTr","","","Matt Mitchell"
"201357","Terrence","","Vampire","Tzimisce","","2","4","ani aus vic","Sabbat.","SW:PT","","","William O'Connor"
"201358","Terrifisto","","Vampire","Tzimisce","","4","10","cel obt ANI AUS FOR VIC","Sabbat Archbishop of Detroit: During a referendum called by Terrifisto, he may burn a blood when the results are tallied to inflict 2 damage on a ready vampire who cast votes or ballots against the referendum.","Third:V","archbishop","","Richard Thomas"
"201359","Terry","","Vampire","Blood Brother","","2","5","aus dom san POT","Sabbat. Chicago Circle: Once each combat, Terry can burn 1 blood to get a press. Sterile.","BL:U1","","","Christopher Shy"
"201360","Thelonius","","Vampire","Tremere antitribu","","2","4","aus dom tha","Sabbat.","Sabbat:V, BH:PTr","","","Alan Rabinowitz"
"201361","Themistocles","","Vampire","Brujah","","5","8","pre AUS CEL FOR POT","Camarilla: Themistocles can burn a location as a (D) action that costs 1 blood.","KoT:V/A2","","","Kari Christensen"
"201362","Theo Bell","","Vampire","Brujah","","2","7","cel dom pre POT","Camarilla: Theo may enter combat with any ready minion controlled by another Methuselah as a (D) action. If you control a ready prince or justicar, blood hunts cannot be called on Theo.","FN:U, CE:PB","","","John Van Fleet"
"201363","Theo Bell","","Vampire","Brujah","Advanced","2","7","aus dom CEL POT PRE","Advanced, Independent: +1 strength. If there are any Gehenna cards in play, any justicar or Inner Circle member can call a referendum to burn Theo as a +1 stealth political action. If that referendum is canceled or fails, the acting vampire goes to torpor.","Gehenna:U","","","Durwin Talon"
"201613","Theo Bell","","Vampire","Brujah","","6","8","aus dom CEL POT PRE","Anarch: Theo can enter combat with a minion as a (D) action. +1 strength.","V5A:PB1","","","Carmen Cornet"
"201364","Theron","","Vampire","Malkavian antitribu","","2","8","for obt AUS DEM OBF","Sabbat: Theron can put a derangement counter on any vampire as a (D) action. If the number of derangement counters equals or exceeds the vampire's capacity, that vampire is considered to be Malkavian antitribu.","FN:U2","","","Christopher Shy"
"201365","Thetmes, Caliph of Alamut","","Vampire","Assamite","","2","10","dom pot CEL OBF QUI","Independent. 2 votes (titled): Damage from Thetmes's hand strikes is aggravated. Blood cursed.","AH:V3, FN:PA, POD:DTC","2 votes","","Pete Venters"
"201366","Thomas De Lutrius","","Vampire","Toreador","","4","4","aus cel pre","Camarilla primogen: Burn 1 pool after Thomas goes to torpor.","KoT:PT2/B1, FB:PTo1","primogen","","Ken Meyer, Jr."
"201367","Thomas Steed, The Angry","","Vampire","Salubri antitribu","","2","4","ani aus val","Sabbat: Thomas may search your library for a melee weapon and move it to your hand as a +1 stealth action. Discard down to your hand size and shuffle your library afterward.","BL:U2","","","Christopher Shy"
"201368","Thomas Thorne","","Vampire","Tremere","","1","6","ani aus cel tha DOM","Camarilla.","Jyhad:V, VTES:V, Tenth:A","","","Robert McNeill"
"201369","Thomasso Ghiberti","","Vampire","Giovanni","","4","4","pot NEC","Independent: During your unlock phase, you can move 1 blood from a Laibon you control to Thomasso.","LoB:U, POD:DTC","","","Samuel Araya"
"201370","Thucimia","","Vampire","Assamite","","4","10","for pro CEL DEM OBF QUI","Independent. 1 vote (titled): During a bleed action, Thucimia can give you -2 hand size until your next unlock phase to get +1 bleed. Blood cursed. +1 hand size.","LotN:PA2, POD:DTC","1 vote","","Torstein Nordstrand"
"201371","Tiberius, The Scandalmonger","","Vampire","Nosferatu","","1","5","ani cel obf pot","Camarilla: If Tiberius is ready during your unlock phase, you may look at the top card in your prey's library.","Jyhad:V, VTES:V, Tenth:B","","","Quinton Hoover"
"201372","Timothy Crowley","","Vampire","Ventrue","","1","7","ani dom FOR PRE","Camarilla Prince of Dallas.","Jyhad:V, VTES:V, Tenth:A","prince","","Pete Venters"
"201373","Titi Camara","","Vampire","Osebo","","5","5","pot AUS CEL","Laibon.","EK:U","","","Pat Loboyko"
"201374","Titus Camille","","Vampire","Ventrue antitribu","","4","8","for AUS DOM OBF","Sabbat: Titus can steal equipment from a minion controlled by your predator or prey as a (D) action. +1 strength.","Third:V, HttB:PSal","","","Avery Butterworth"
"201375","Tobias Smith","","Vampire","Lasombra","","3","7","pot DOM OBT PRE","Sabbat: Tobias can give any other non-titled Sabbat vampire you control with capacity 6 or more the title of bishop as an action.","CE:V, BSC:X, POD:DTC","","","Steve Prescott"
"201376","Toby","","Vampire","Nosferatu","","4","5","ani obf pre","Camarilla: {During a bleed action}, Toby can burn a blood to give an acting anarch +1 bleed.","TR:U","","","Ken Meyer, Jr."
"201377","Tock","","Vampire","Nosferatu antitribu","","3","4","obf pot pre","Sabbat.","BH:PN","","","Christopher Shy"
"201378","Tom","","Vampire","Blood Brother","","2","3","for pot san","Sabbat. Chicago Circle: Cards that require Sanguinus [san] cost Tom an additional blood. Sterile.","BL:U1","","","Lawrence Snelly"
"201379","Tomaine","","Vampire","Brujah","","4","6","CEL POT PRE","Camarilla primogen: {While Tomaine is ready and your prey controls a ready Sabbat vampire, you prey gets +1 hand size.}","KoT:PB2/A1","primogen","","Veronica Jones"
"201380","Tommy","","Vampire","Nosferatu antitribu","","2","3","ani pot","Sabbat.","Sabbat:V, SW:U","","","Ash Arnett"
"201381","Tony","","Vampire","Malkavian","","3","6","dom obf AUS DEM","Camarilla.","CE:V, BSC:X","","","Scott Fischer"
"201382","Topaz","","Vampire","Nosferatu","","4","7","ani for qui OBF POT","Camarilla: When Topaz successfully equips from your hand, you may look at your prey's hand, and Topaz may take an equipment from it instead (discard the original equipment card).","TR:U, HttB:PSam","","","Ken Meyer, Jr."
"201383","Tori Longwood","","Vampire","Caitiff","","2","4","cel pot pre pro","Anarch: After your minion phase ends, lock Tori if she did not perform an action this turn.","AU:C/2","","","Noora Hirvonen"
"201384","Torvus Bloodbeard","","Vampire","Gangrel","","3","9","pot ANI FOR OBF PRO","Independent: During any Methuselah's minion phase, you may burn the Edge to unlock Torvus. +1 strength.","Anarchs:U2","","","Lawrence Snelly"
"201385","Toy","","Vampire","Samedi","","5","2","for obf DEM POT THN","Sabbat: Toy cannot act or block. Toy Chest Test cannot be played on him. Malkavian antitribu slave.","HttB:U/A1","","","Tom Duncan"
"201386","Travis ""Traveler72"" Miller","","Imbued","Martyr","","4","5","mar def","Travis may move 2 blood from the blood bank to an imbued in your uncontrolled region as a +1 stealth action that costs 1 conviction [1 CONVICTION].","NoR:U","","","Becky Jollensten"
"201572","Trevon Parker","","Vampire","Tremere","","6","6","AUS DOM THA","Camarilla.","V5:PTr2, NB:PTr1","","","Clint Langley"
"201387","Troglodytia","","Vampire","Samedi","","4","10","obf pot AUS FOR NEC THN","Independent: After any Methuselah plays a master card, you may look at that Methuselah's hand (after the replacement card is drawn). +1 strength.","LoB:U, HttB:PSam","","","James Stowe"
"201388","Troius","","Vampire","Tremere","","4","8","cel AUS DOM THA","Camarilla Prince of Geneva: Troius cannot cast votes or ballots against blood hunt referendums. +1 strength.","KoT:V/B1, FB:PTr1","prince","","Marian Churchland"
"201389","Truman","","Vampire","Blood Brother","","2","6","dom pot FOR SAN","Sabbat. Torrance Circle: Sterile.","BL:U1","","","Lawrence Snelly"
"201390","Tryphosa","","Vampire","Malkavian","","4","10","AUS DEM DOM OBF POT","Camarilla Prince of Rome: While Tryphosa is ready, any Malkavian's bleed actions cost 1 additional blood and get +1 stealth.","KoT:PM2/A1","prince","","Warren Mahy"
"201391","Tsigane","","Vampire","Ravnos","","2","3","aus chi","Independent.","DS:V, FN:PR","","2020","Ken Meyer, Jr."
"201392","Tsunda","","Vampire","Ravnos","","4","6","abo ani dem CHI","Laibon magaji.","LoB:U, POD:DTC","magaji","","Leif Jones"
"201393","Tupdog","","Vampire","Gargoyle","","3","1","POT VIS","Sabbat. Tremere antitribu slave: Visceratika [vis] cards cost Tupdog 1 less blood. Tupdog may enter combat with any minion as a (D) action. Tupdogs are not unique. After the end of your minion phase, burn Tupdog and move the top card from your crypt to your uncontrolled region. Flight [FLIGHT].","LoB:C","","","David Day"
"201394","Tura Vaughn","","Vampire","Brujah","","1","8","dom CEL POT PRE","Camarilla primogen: Tura gets +1 intercept when attempting to block other Brujah.","Jyhad:V, VTES:V, Tenth:A","primogen","","Melissa Benson"
"201395","Tusk, The Talebearer","","Vampire","Nosferatu","","1","6","ani pot OBF","Camarilla: While Tusk is ready, you may look at the top card in your library.","Jyhad:V, VTES:V, Tenth:A","","","Steve Casper"
"201396","Tusk, The Talebearer","","Vampire","Nosferatu","Advanced","1","6","ani pot OBF","Advanced, Camarilla: During the declaration of Tusk's action, you may burn the top card of your library. If the burned card requires Obfuscate [obf], Tusk gets +1 stealth for the current action. Otherwise, Tusk burns 1 blood.","Anarchs:U2","","","Christopher Shy"
"201397","Tyler","","Vampire","Brujah","","3","9","dom for obt CEL POT PRE","Camarilla primogen: When Tyler diablerizes a vampire, she unlocks and gains a blood from the blood bank. Once per turn, she may burn a blood to get +1 bleed or an additional vote.","CE:V, BSC:X","primogen","","Lawrence Snelly"
"201398","Tyler McGill","","Vampire","Toreador","","5","4","pre AUS","Camarilla: In a referendum, Tyler gets +1 vote after any Methuselah burns the Edge for a vote. He cannot block Nosferatu.","KoT:V/B2, FB:PTo1","","","Ken Meyer, Jr."
"201399","Ubende","","Vampire","Ishtarri","","4","7","for obf qui CEL PRE","Laibon magaji.","LoB:PI2","magaji","","Mark Poole"
"201400","Ublo-Satha","","Vampire","Gargoyle","","2","7","cel FOR POT VIS","Camarilla Tremere Slave: Ublo-Satha may prevent 1 damage each combat. Brujah get +1 bleed when bleeding Ublo-Satha's controller. Flight [FLIGHT].","BL:U1","","","Christopher Shy"
"201401","Uchenna","","Vampire","Akunanse","","4","7","ABO ANI FOR","Laibon magaji: During your master phase, Uchenna may burn a blood to burn a card from your hand. Draw up to your hand size afterward.","LoB:PA2","magaji","","Matt Mitchell"
"201402","Ugadja","","Vampire","Guruhi","","4","10","dom for ABO ANI POT PRE","Laibon magaji: Ugadja may move up to 2 blood from himself to a younger Laibon in your uncontrolled region as a +1 stealth action.","LoB:PG2","magaji","","Mark Poole"
"201403","Ulrike Rothbart","","Vampire","Ventrue antitribu","","4","3","dom for","Sabbat.","Third:V","","","Eric Deschamps"
"201404","Ulugh Beg, The Watcher","","Vampire","Tremere","","1","10","cel for pot AUS DOM THA","Camarilla Tremere Justicar: If Ulugh is ready during your discard phase, you get an additional discard phase action.","Jyhad:V, VTES:V, Tenth:A","justicar","","Mark Poole"
"201405","Uma Hatch","","Vampire","Brujah","","1","3","cel pre","Camarilla.","Jyhad:V, VTES:V, Tenth:B","","","Anson Maddocks"
"201406","Umdava","","Vampire","Akunanse","","4","9","vic ABO ANI FOR PRE","Laibon magaji: You may use a master phase action to search your library or ash heap for an Aye or Orun to place on a ready Laibon.","EK:U","magaji","","Leif Jones"
